"Reporting starts","Reporting ends","Ad set name",Text,Age,"Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (ZAR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit"
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity!
Unwind on a 1-hour Leisure Cruise along the Vaal River. Scenic views, gentle breeze & laid-back vibes await!

R250/adult | R125/child U/12
• Cash bar on board
• Breathtaking views

Limited spots for public holidays! Book now: WhatsApp 083 749 0224",25-34,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,0.79014997,"Using campaign budget",0,1.5803,92,73,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Celebrate in style on the Vaal River! 🌟
Experience our 2-hour Lunch Cruise: 
• Full buffet spread
• Live entertainment
• Breathtaking views

Book now for an unforgettable public holiday gathering!
WhatsApp 083 749 0224 - limited spots available!",35-44,not_delivering,,,,"Using campaign budget",0,0.550104,37,33,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make your public holiday feel like an actual break.

Join our 2-hour Lunch Cruise on the Vaal River – complete with a full buffet, entertainment, and beautiful views.

R680.00 per adult | R340.00 per child U/12

We’ll be running special cruises on upcoming public holidays – perfect for families, celebrations, or just getting out.

Limited availability – book your table now.
WhatsApp to book your seat 083 749 0224",35-44,not_delivering,,,,"Using campaign budget",0,0.350066,20,18,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity this public holiday! 🌊
Join our 2-hour Lunch Cruise on the Vaal River, indulging in a full buffet & entertainment amidst breathtaking views.
R680.00/adult | R340.00/child U/12. Limited availability - book now! WhatsApp: 083 749 0224",35-44,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,1.08020503,"Using campaign budget",0,1.080205,63,57,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Unforgettable holidays start here! 🎉
Join our Vaal River Lunch Cruise: 
• Full buffet & entertainment 
• Stunning views for the whole family!
R680/adult, R340/child U12. Limited spots left! Book now and create lifelong memories! WhatsApp 083 749 0224",35-44,not_delivering,,,,"Using campaign budget",0,0.360068,27,26,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make this year's public holidays unforgettable! 🎉
Join our Vaal River Lunch Cruise for a fun-filled day of:
• Full buffet spread 
• Entertainment galore!
• Breathtaking views

R680/adult, R340/child U12. Limited spots left! Book now & create lifelong memories WhatsApp 083 749 0224",35-44,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,0.69013099,"Using campaign budget",0,0.690131,32,29,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Need a real break this public holiday?

Join our 2-hour Vaal River Lunch Cruise!
• Full buffet, entertainment & stunning views
R680/adult | R340/child U/12

Limited seats! Book now for families, celebrations or just getting out.
WhatsApp 083 749 0224 to secure your spot",35-44,not_delivering,4,actions:onsite_conversion.messaging_conversation_started_7d,2.28793426,"Using campaign budget",0,9.151737,763,678,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Public holiday plans? 

Relax on the Vaal River with our 1-hour Leisure Cruise!
R250/adult, R125/child U/12
• Scenic views 
• Cash bar onboard
Easy & laid-back

Don't miss out! Limited spots available. WhatsApp to book: 083 749 0224",35-44,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,2.73551921,"Using campaign budget",0,5.471038,374,341,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday? 
Join us on a thrilling 1-hour Leisure Cruise along the Vaal River - your ultimate day-off escape!
R250.00 per adult | R125.00 per child U/12
 • Breathtaking scenic views
 • Cash bar on board to keep the vibe going
 • Easy, laid-back experience with limited spots available! ⏰ WhatsApp 083 749 0224 to secure yours now",35-44,not_delivering,19,actions:onsite_conversion.messaging_conversation_started_7d,2.29464606,"Using campaign budget",0,43.598275,3855,2789,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make unforgettable memories with your loved ones!
Escape on our 1-hour Leisure Cruise along the stunning Vaal River. 
Scenic views, cash bar & laid-back vibes await!

• Fun for kids
• Relaxing for all

R250/adult | R125/child U12. Book now for public holidays! WhatsApp 083 749 0224",35-44,not_delivering,3,actions:onsite_conversion.messaging_conversation_started_7d,0.91017276,"Using campaign budget",0,2.730518,188,158,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Imagine a day off, totally unwound... 
Join our 1-hour Leisure Cruise on the Vaal River!
Let scenic views & gentle breeze melt your stress away.

• Easy, laid-back experience
• Cash bar on board
R250/adult | R125/child U/12

Limited spots for public holidays! WhatsApp to book: 083 749 0224",35-44,not_delivering,,,,"Using campaign budget",0,1.550294,107,90,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday?
Join us on the Vaal River for a relaxing 1-hour Leisure Cruise – the perfect way to spend your day off.

R250.00 per adult | R125.00 per child U/12
 • Scenic views
 • Cash bar on board
 • Easy, laid-back experience

We’ll be sailing on all upcoming public holidays – spots are limited, so book early.

WhatsApp to book your seat 083 749 0224",35-44,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,2.56048599,"Using campaign budget",0,2.560486,157,121,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity!
Unwind on a 1-hour Leisure Cruise along the Vaal River. Scenic views, gentle breeze & laid-back vibes await!

R250/adult | R125/child U/12
• Cash bar on board
• Breathtaking views

Limited spots for public holidays! Book now: WhatsApp 083 749 0224",35-44,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,1.14021642,"Using campaign budget",0,2.280433,147,110,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Celebrate in style on the Vaal River! 🌟
Experience our 2-hour Lunch Cruise: 
• Full buffet spread
• Live entertainment
• Breathtaking views

Book now for an unforgettable public holiday gathering!
WhatsApp 083 749 0224 - limited spots available!",45-54,not_delivering,,,,"Using campaign budget",0,0.610116,29,28,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make your public holiday feel like an actual break.

Join our 2-hour Lunch Cruise on the Vaal River – complete with a full buffet, entertainment, and beautiful views.

R680.00 per adult | R340.00 per child U/12

We’ll be running special cruises on upcoming public holidays – perfect for families, celebrations, or just getting out.

Limited availability – book your table now.
WhatsApp to book your seat 083 749 0224",45-54,not_delivering,,,,"Using campaign budget",0,0.16003,9,9,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity this public holiday! 🌊
Join our 2-hour Lunch Cruise on the Vaal River, indulging in a full buffet & entertainment amidst breathtaking views.
R680.00/adult | R340.00/child U/12. Limited availability - book now! WhatsApp: 083 749 0224",45-54,not_delivering,,,,"Using campaign budget",0,0.490093,18,18,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Unforgettable holidays start here! 🎉
Join our Vaal River Lunch Cruise: 
• Full buffet & entertainment 
• Stunning views for the whole family!
R680/adult, R340/child U12. Limited spots left! Book now and create lifelong memories! WhatsApp 083 749 0224",45-54,not_delivering,,,,"Using campaign budget",0,0.37007,16,16,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make this year's public holidays unforgettable! 🎉
Join our Vaal River Lunch Cruise for a fun-filled day of:
• Full buffet spread 
• Entertainment galore!
• Breathtaking views

R680/adult, R340/child U12. Limited spots left! Book now & create lifelong memories WhatsApp 083 749 0224",45-54,not_delivering,,,,"Using campaign budget",0,0.570108,19,19,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Need a real break this public holiday?

Join our 2-hour Vaal River Lunch Cruise!
• Full buffet, entertainment & stunning views
R680/adult | R340/child U/12

Limited seats! Book now for families, celebrations or just getting out.
WhatsApp 083 749 0224 to secure your spot",45-54,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,3.39064356,"Using campaign budget",0,6.781287,452,386,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Public holiday plans? 

Relax on the Vaal River with our 1-hour Leisure Cruise!
R250/adult, R125/child U/12
• Scenic views 
• Cash bar onboard
Easy & laid-back

Don't miss out! Limited spots available. WhatsApp to book: 083 749 0224",45-54,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,2.81053345,"Using campaign budget",0,2.810533,202,181,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday? 
Join us on a thrilling 1-hour Leisure Cruise along the Vaal River - your ultimate day-off escape!
R250.00 per adult | R125.00 per child U/12
 • Breathtaking scenic views
 • Cash bar on board to keep the vibe going
 • Easy, laid-back experience with limited spots available! ⏰ WhatsApp 083 749 0224 to secure yours now",45-54,not_delivering,12,actions:onsite_conversion.messaging_conversation_started_7d,2.21875446,"Using campaign budget",0,26.625054,2049,1533,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make unforgettable memories with your loved ones!
Escape on our 1-hour Leisure Cruise along the stunning Vaal River. 
Scenic views, cash bar & laid-back vibes await!

• Fun for kids
• Relaxing for all

R250/adult | R125/child U12. Book now for public holidays! WhatsApp 083 749 0224",45-54,not_delivering,3,actions:onsite_conversion.messaging_conversation_started_7d,0.72347065,"Using campaign budget",0,2.170412,108,94,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Imagine a day off, totally unwound... 
Join our 1-hour Leisure Cruise on the Vaal River!
Let scenic views & gentle breeze melt your stress away.

• Easy, laid-back experience
• Cash bar on board
R250/adult | R125/child U/12

Limited spots for public holidays! WhatsApp to book: 083 749 0224",45-54,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,0.76514523,"Using campaign budget",0,1.53029,77,65,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday?
Join us on the Vaal River for a relaxing 1-hour Leisure Cruise – the perfect way to spend your day off.

R250.00 per adult | R125.00 per child U/12
 • Scenic views
 • Cash bar on board
 • Easy, laid-back experience

We’ll be sailing on all upcoming public holidays – spots are limited, so book early.

WhatsApp to book your seat 083 749 0224",45-54,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,0.9151737,"Using campaign budget",0,1.830347,77,62,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity!
Unwind on a 1-hour Leisure Cruise along the Vaal River. Scenic views, gentle breeze & laid-back vibes await!

R250/adult | R125/child U/12
• Cash bar on board
• Breathtaking views

Limited spots for public holidays! Book now: WhatsApp 083 749 0224",45-54,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,1.92036449,"Using campaign budget",0,1.920364,88,73,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Celebrate in style on the Vaal River! 🌟
Experience our 2-hour Lunch Cruise: 
• Full buffet spread
• Live entertainment
• Breathtaking views

Book now for an unforgettable public holiday gathering!
WhatsApp 083 749 0224 - limited spots available!",55-64,not_delivering,,,,"Using campaign budget",0,0.450085,5,5,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make your public holiday feel like an actual break.

Join our 2-hour Lunch Cruise on the Vaal River – complete with a full buffet, entertainment, and beautiful views.

R680.00 per adult | R340.00 per child U/12

We’ll be running special cruises on upcoming public holidays – perfect for families, celebrations, or just getting out.

Limited availability – book your table now.
WhatsApp to book your seat 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.020004,3,3,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity this public holiday! 🌊
Join our 2-hour Lunch Cruise on the Vaal River, indulging in a full buffet & entertainment amidst breathtaking views.
R680.00/adult | R340.00/child U/12. Limited availability - book now! WhatsApp: 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.560106,16,15,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Unforgettable holidays start here! 🎉
Join our Vaal River Lunch Cruise: 
• Full buffet & entertainment 
• Stunning views for the whole family!
R680/adult, R340/child U12. Limited spots left! Book now and create lifelong memories! WhatsApp 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.130025,5,5,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make this year's public holidays unforgettable! 🎉
Join our Vaal River Lunch Cruise for a fun-filled day of:
• Full buffet spread 
• Entertainment galore!
• Breathtaking views

R680/adult, R340/child U12. Limited spots left! Book now & create lifelong memories WhatsApp 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.110021,10,10,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Need a real break this public holiday?

Join our 2-hour Vaal River Lunch Cruise!
• Full buffet, entertainment & stunning views
R680/adult | R340/child U/12

Limited seats! Book now for families, celebrations or just getting out.
WhatsApp 083 749 0224 to secure your spot",55-64,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,1.80034171,"Using campaign budget",0,3.600683,254,222,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Public holiday plans? 

Relax on the Vaal River with our 1-hour Leisure Cruise!
R250/adult, R125/child U/12
• Scenic views 
• Cash bar onboard
Easy & laid-back

Don't miss out! Limited spots available. WhatsApp to book: 083 749 0224",55-64,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,1.280243,"Using campaign budget",0,1.280243,76,67,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday? 
Join us on a thrilling 1-hour Leisure Cruise along the Vaal River - your ultimate day-off escape!
R250.00 per adult | R125.00 per child U/12
 • Breathtaking scenic views
 • Cash bar on board to keep the vibe going
 • Easy, laid-back experience with limited spots available! ⏰ WhatsApp 083 749 0224 to secure yours now",55-64,not_delivering,6,actions:onsite_conversion.messaging_conversation_started_7d,2.09873168,"Using campaign budget",0,12.59239,873,643,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make unforgettable memories with your loved ones!
Escape on our 1-hour Leisure Cruise along the stunning Vaal River. 
Scenic views, cash bar & laid-back vibes await!

• Fun for kids
• Relaxing for all

R250/adult | R125/child U12. Book now for public holidays! WhatsApp 083 749 0224",55-64,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,1.35025629,"Using campaign budget",0,1.350256,59,51,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Imagine a day off, totally unwound... 
Join our 1-hour Leisure Cruise on the Vaal River!
Let scenic views & gentle breeze melt your stress away.

• Easy, laid-back experience
• Cash bar on board
R250/adult | R125/child U/12

Limited spots for public holidays! WhatsApp to book: 083 749 0224",55-64,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,0.90017086,"Using campaign budget",0,0.900171,29,26,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday?
Join us on the Vaal River for a relaxing 1-hour Leisure Cruise – the perfect way to spend your day off.

R250.00 per adult | R125.00 per child U/12
 • Scenic views
 • Cash bar on board
 • Easy, laid-back experience

We’ll be sailing on all upcoming public holidays – spots are limited, so book early.

WhatsApp to book your seat 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.850161,37,25,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity!
Unwind on a 1-hour Leisure Cruise along the Vaal River. Scenic views, gentle breeze & laid-back vibes await!

R250/adult | R125/child U/12
• Cash bar on board
• Breathtaking views

Limited spots for public holidays! Book now: WhatsApp 083 749 0224",55-64,not_delivering,,,,"Using campaign budget",0,0.850161,37,32,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Celebrate in style on the Vaal River! 🌟
Experience our 2-hour Lunch Cruise: 
• Full buffet spread
• Live entertainment
• Breathtaking views

Book now for an unforgettable public holiday gathering!
WhatsApp 083 749 0224 - limited spots available!",65+,not_delivering,,,,"Using campaign budget",0,0.220042,13,13,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make your public holiday feel like an actual break.

Join our 2-hour Lunch Cruise on the Vaal River – complete with a full buffet, entertainment, and beautiful views.

R680.00 per adult | R340.00 per child U/12

We’ll be running special cruises on upcoming public holidays – perfect for families, celebrations, or just getting out.

Limited availability – book your table now.
WhatsApp to book your seat 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.090017,6,6,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity this public holiday! 🌊
Join our 2-hour Lunch Cruise on the Vaal River, indulging in a full buffet & entertainment amidst breathtaking views.
R680.00/adult | R340.00/child U/12. Limited availability - book now! WhatsApp: 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.510097,31,28,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Unforgettable holidays start here! 🎉
Join our Vaal River Lunch Cruise: 
• Full buffet & entertainment 
• Stunning views for the whole family!
R680/adult, R340/child U12. Limited spots left! Book now and create lifelong memories! WhatsApp 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.070013,5,5,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make this year's public holidays unforgettable! 🎉
Join our Vaal River Lunch Cruise for a fun-filled day of:
• Full buffet spread 
• Entertainment galore!
• Breathtaking views

R680/adult, R340/child U12. Limited spots left! Book now & create lifelong memories WhatsApp 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.170032,10,10,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Need a real break this public holiday?

Join our 2-hour Vaal River Lunch Cruise!
• Full buffet, entertainment & stunning views
R680/adult | R340/child U/12

Limited seats! Book now for families, celebrations or just getting out.
WhatsApp 083 749 0224 to secure your spot",65+,not_delivering,1,actions:onsite_conversion.messaging_conversation_started_7d,4.03076506,"Using campaign budget",0,4.030765,317,269,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Public holiday plans? 

Relax on the Vaal River with our 1-hour Leisure Cruise!
R250/adult, R125/child U/12
• Scenic views 
• Cash bar onboard
Easy & laid-back

Don't miss out! Limited spots available. WhatsApp to book: 083 749 0224",65+,not_delivering,6,actions:onsite_conversion.messaging_conversation_started_7d,0.25338143,"Using campaign budget",0,1.520289,103,88,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday? 
Join us on a thrilling 1-hour Leisure Cruise along the Vaal River - your ultimate day-off escape!
R250.00 per adult | R125.00 per child U/12
 • Breathtaking scenic views
 • Cash bar on board to keep the vibe going
 • Easy, laid-back experience with limited spots available! ⏰ WhatsApp 083 749 0224 to secure yours now",65+,not_delivering,11,actions:onsite_conversion.messaging_conversation_started_7d,1.29660974,"Using campaign budget",0,14.262707,1271,940,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Make unforgettable memories with your loved ones!
Escape on our 1-hour Leisure Cruise along the stunning Vaal River. 
Scenic views, cash bar & laid-back vibes await!

• Fun for kids
• Relaxing for all

R250/adult | R125/child U12. Book now for public holidays! WhatsApp 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,1.700323,63,54,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Imagine a day off, totally unwound... 
Join our 1-hour Leisure Cruise on the Vaal River!
Let scenic views & gentle breeze melt your stress away.

• Easy, laid-back experience
• Cash bar on board
R250/adult | R125/child U/12

Limited spots for public holidays! WhatsApp to book: 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.520099,32,28,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Got plans for the upcoming public holiday?
Join us on the Vaal River for a relaxing 1-hour Leisure Cruise – the perfect way to spend your day off.

R250.00 per adult | R125.00 per child U/12
 • Scenic views
 • Cash bar on board
 • Easy, laid-back experience

We’ll be sailing on all upcoming public holidays – spots are limited, so book early.

WhatsApp to book your seat 083 749 0224",65+,not_delivering,,,,"Using campaign budget",0,0.880167,42,31,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
2026-03-24,2026-05-11,"LL Public Cruises - Upcoming Public Holidays Ad Set","Escape to serenity!
Unwind on a 1-hour Leisure Cruise along the Vaal River. Scenic views, gentle breeze & laid-back vibes await!

R250/adult | R125/child U/12
• Cash bar on board
• Breathtaking views

Limited spots for public holidays! Book now: WhatsApp 083 749 0224",65+,not_delivering,2,actions:onsite_conversion.messaging_conversation_started_7d,0.39007404,"Using campaign budget",0,0.780148,45,35,2026-04-17,2026-03-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2026-03-24T14:29:44+0200
